RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1891942652,KARIMI MAHYAR A,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1891945978,SALES VIVIAN R,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1891945978,SALES VIVIAN R,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1891960480,"SAAD, RIMON V DDS",2018,FFS,RENDERING,AGE 0-20,751,,10607,,713,,2809,,371,,1208,,704,,929,
1891960480,"SAAD, RIMON V DDS",2018,FFS,RENDERING,AGE 21+,363,,2549,,211,,407,,236,,893,,281,,281,
1891960480,"SAAD, RIMON V, DDS",2018,FFS,RENDERING,AGE 0-20,751,,10607,,713,,2809,,371,,1208,,704,,929,
1891960480,"SAAD, RIMON V, DDS",2018,FFS,RENDERING,AGE 21+,363,,2549,,211,,407,,236,,893,,281,,281,
1891962270,NGUYEN HOPE ANN T,2018,FFS,RENDERING,AGE 0-20,301,,1940,,257,,686,,111,,410,,242,,269,
1891962809,LEE EUNICE J,2018,FFS,RENDERING,AGE 0-20,1597,,14185,,707,,1976,,1530,,9088,,118,,119,
1891962809,LEE EUNICE J,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,0,,0,,,1,,1
1891962809,LEE EUNICE J,2018,PHP,RENDERING,AGE 0-20,36,,349,,21,,59,,35,,226,,,1,,1
1891967766,RODRIGUEZ-PUGED PAULYN C,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1891967766,RODRIGUEZ-PUGED PAULYN C,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1891967766,RODRIGUEZ-PUGED PAULYN C,2018,GMC,RENDERING,AGE 0-20,346,,2367,,303,,1047,,59,,132,,309,,406,
1891967766,RODRIGUEZ-PUGED PAULYN C,2018,GMC,RENDERING,AGE 21+,90,,382,,44,,68,,41,,103,,49,,50,
1891973095,"ASIDERA, SALINA S DDS",2018,FFS,RENDERING,AGE 0-20,142,,1611,,128,,386,,87,,408,,128,,164,
1891973095,"ASIDERA, SALINA S DDS",2018,FFS,RENDERING,AGE 21+,148,,912,,46,,81,,91,,412,,114,,114,
1891978508,SHARIFZADEH ALIREZA,2018,FFS,RENDERING,AGE 0-20,52,,416,,45,,144,,28,,89,,48,,69,
1891978508,SHARIFZADEH ALIREZA,2018,FFS,RENDERING,AGE 21+,136,,1220,,102,,202,,104,,511,,112,,112,
1891980116,GERSHFELD JULIAN G,2018,FFS,RENDERING,AGE 0-20,46,,250,,34,,107,,14,,22,,38,,39,
1891980116,GERSHFELD JULIAN G,2018,FFS,RENDERING,AGE 21+,130,,554,,40,,79,,80,,221,,63,,63,
1891980116,GERSHFELD JULIAN G,2018,PHP,RENDERING,AGE 0-20,53,,380,,50,,147,,,1,,2,53,,63,
1891980116,GERSHFELD JULIAN G,2018,PHP,RENDERING,AGE 21+,155,,688,,50,,55,,76,,394,,140,,142,
1891995320,LEONG EDWARD C,2018,FFS,RENDERING,AGE 0-20,130,,1113,,114,,260,,58,,172,,114,,145,
1891995320,LEONG EDWARD C,2018,FFS,RENDERING,AGE 21+,143,,787,,88,,88,,83,,227,,99,,99,
1891997698,PANCHAL PARUL J,2018,FFS,RENDERING,AGE 0-20,61,,883,,59,,219,,21,,82,,60,,81,
1891997698,PANCHAL PARUL J,2018,FFS,RENDERING,AGE 21+,68,,638,,53,,103,,39,,181,,56,,56,
1902006554,SHIM CHARLES,2018,FFS,RENDERING,AGE 0-20,1236,,17348,,1188,,4573,,492,,2187,,1190,,1595,
1902006554,SHIM CHARLES,2018,FFS,RENDERING,AGE 21+,102,,719,,81,,158,,31,,79,,88,,88,
1902006554,SHIM CHARLES,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1902009277,AGHAJANIAN LEO,2018,PHP,RENDERING,AGE 0-20,27,,123,,20,,46,,,1,,2,22,,23,
1902009277,AGHAJANIAN LEO,2018,PHP,RENDERING,AGE 21+,27,,77,,,1,,1,15,,24,,15,,17,
1902012750,ZEE ANNA M,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,0,,0,
1902012750,ZEE ANNA M,2018,GMC,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1902014160,KAO GEORGE H,2018,FFS,RENDERING,AGE 0-20,14,,81,,13,,27,,,1,,1,11,,12,
1902014160,KAO GEORGE H,2018,FFS,RENDERING,AGE 21+,57,,369,,36,,71,,50,,160,,35,,35,
1902015803,SOLEIMANI KATAYOUN,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1902016876,DE JESUS DEXTER R,2018,FFS,RENDERING,AGE 0-20,232,,2359,,178,,612,,94,,275,,168,,205,
1902016876,DE JESUS DEXTER R,2018,FFS,RENDERING,AGE 21+,146,,503,,,1,,2,88,,149,,50,,50,
1902019805,"EISENHOFER, KAREN F DDS",2018,FFS,RENDERING,AGE 0-20,579,,3835,,543,,1390,,86,,158,,560,,563,
1902019805,"EISENHOFER, KAREN F DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1902019805,"EISENHOFER, KAREN F DDS",2018,PHP,RENDERING,AGE 0-20,240,,1474,,200,,615,,72,,133,,159,,164,
1902019805,"EISENHOFER, KAREN F DDS",2018,PHP,RENDERING,AGE 21+,100,,351,,45,,102,,76,,103,,22,,26,
1902019870,"SALEEB, NADIA DDS",2018,FFS,RENDERING,AGE 0-20,121,,888,,95,,334,,53,,156,,112,,122,
1902019870,"SALEEB, NADIA DDS",2018,FFS,RENDERING,AGE 21+,242,,1842,,68,,68,,198,,1047,,167,,167,
1902019912,SLUTSKY JACOB JOSEPH,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1902020456,"PAKRAVAN, FARID, DDS II INC",2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1902020456,"PAKRAVAN, FARID, DDS II INC",2018,PHP,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,1,,1,,1
1902020977,PACHECO ROBERTO A,2018,FFS,RENDERING,AGE 0-20,221,,3561,,210,,531,,56,,216,,213,,261,
1902020977,PACHECO ROBERTO A,2018,FFS,RENDERING,AGE 21+,144,,1656,,86,,89,,78,,223,,116,,116,
1902025919,NGUYEN DOUGLAS DUC T,2018,FFS,RENDERING,AGE 0-20,396,,878,,,1,0,,165,,553,,0,,0,
1902026388,"RAD, MOSTAFA DMD",2018,FFS,RENDERING,AGE 0-20,1030,,12834,,971,,4153,,415,,1834,,1008,,1496,
1902026388,"RAD, MOSTAFA DMD",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,0,,0,,,1,,1
1902026388,"RAD, MOSTAFA DMD",2018,PHP,RENDERING,AGE 0-20,13,,112,,,1,,2,13,,54,,0,,0,
1902034432,DEEPAK RAHIL DDS,2018,FFS,RENDERING,AGE 0-20,838,,8698,,722,,2541,,371,,1183,,734,,819,
1902034432,DEEPAK RAHIL DDS,2018,FFS,RENDERING,AGE 21+,636,,4019,,175,,348,,454,,1675,,442,,442,
1902044068,TEHRANY ARYA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1902044068,TEHRANY ARYA,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1902044183,PIERSON KENNETH D,2018,FFS,RENDERING,AGE 0-20,471,,7415,,230,,596,,447,,5919,,183,,183,
1902055536,RAMACHANDRAN NIRMALA,2018,FFS,RENDERING,AGE 0-20,1177,,6765,,844,,3028,,350,,737,,916,,981,
1902055536,RAMACHANDRAN NIRMALA,2018,FFS,RENDERING,AGE 21+,1338,,3952,,318,,588,,470,,1162,,729,,729,
1902055783,"KIRAKOSIAN, LOUSINE, DDS",2018,FFS,RENDERING,AGE 0-20,90,,1014,,79,,243,,45,,223,,89,,110,
1902055783,"KIRAKOSIAN, LOUSINE, DDS",2018,FFS,RENDERING,AGE 21+,344,,3257,,153,,296,,268,,1686,,303,,303,
1902059728,"HONG, JENNIFER WU",2018,FFS,RENDERING,AGE 0-20,1006,,1405,,,1,0,,658,,876,,0,,0,
1902063498,"MEIMBAN, BEDAN, DDS",2018,FFS,RENDERING,AGE 0-20,174,,1177,,143,,441,,91,,317,,108,,126,
1902063498,"MEIMBAN, BEDAN, DDS",2018,FFS,RENDERING,AGE 21+,358,,2411,,177,,343,,266,,1242,,201,,202,
1902077365,SHAHRAM SAYEDNA DDS,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,2
1902082381,KHAN AMNA,2018,FFS,RENDERING,AGE 0-20,224,,1193,,165,,623,,87,,204,,93,,96,
1902082381,KHAN AMNA,2018,FFS,RENDERING,AGE 21+,216,,894,,87,,172,,138,,475,,60,,60,
1902082381,KHAN AMNA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,,1,,1
1902082381,KHAN AMNA,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1902085855,SHIH YEN S,2018,FFS,RENDERING,AGE 0-20,91,,512,,51,,151,,49,,191,,43,,43,
1902085855,SHIH YEN S,2018,FFS,RENDERING,AGE 21+,134,,789,,51,,61,,111,,561,,51,,51,
1902095706,LAHMANI JASON M,2018,FFS,RENDERING,AGE 0-20,272,,1303,,38,,91,,229,,266,,31,,32,
1902095706,LAHMANI JASON M,2018,FFS,RENDERING,AGE 21+,127,,564,,,1,,2,81,,133,,,1,,1
1902095706,LAHMANI JASON M,2018,PHP,RENDERING,AGE 0-20,14,,52,,,1,,1,,1,,2,,1,,1
1902095706,LAHMANI JASON M,2018,PHP,RENDERING,AGE 21+,17,,109,,,1,0,,17,,97,,0,,0,
1902095813,"TAITZ, ORLY",2018,FFS,RENDERING,AGE 0-20,145,,1079,,132,,538,,32,,70,,49,,50,
1902095813,"TAITZ, ORLY",2018,FFS,RENDERING,AGE 21+,160,,720,,101,,191,,84,,353,,83,,83,
1902096258,AKHAVAN PERLINE,2018,FFS,RENDERING,AGE 0-20,45,,157,,15,,59,,22,,45,,14,,14,
1902096258,AKHAVAN PERLINE,2018,FFS,RENDERING,AGE 21+,162,,507,,,1,,1,137,,426,,14,,14,
1902096258,AKHAVAN PERLINE,2018,PHP,RENDERING,AGE 0-20,31,,170,,25,,54,,,1,,2,27,,29,
1902096258,AKHAVAN PERLINE,2018,PHP,RENDERING,AGE 21+,72,,245,,26,,47,,34,,82,,39,,47,
1902096720,FULLER MARILYN C,2018,FFS,RENDERING,AGE 0-20,352,,2382,,256,,631,,163,,664,,267,,270,
1902096720,FULLER MARILYN C,2018,FFS,RENDERING,AGE 21+,166,,848,,52,,103,,117,,413,,80,,80,
1902096720,FULLER MARILYN C,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1902109234,SIMAN AFSOON,2018,FFS,RENDERING,AGE 0-20,143,,1271,,114,,299,,49,,97,,105,,126,
1902109234,SIMAN AFSOON,2018,FFS,RENDERING,AGE 21+,209,,1117,,43,,51,,134,,340,,101,,101,
1902109234,SIMAN AFSOON,2018,PHP,RENDERING,AGE 0-20,194,,1238,,162,,448,,56,,119,,173,,219,
1902109234,SIMAN AFSOON,2018,PHP,RENDERING,AGE 21+,118,,526,,46,,53,,65,,166,,82,,93,
1902127558,SEHEULT STUART R,2018,FFS,RENDERING,AGE 0-20,285,,955,,34,,116,,284,,764,,0,,0,
1902127558,SEHEULT STUART R,2018,FFS,RENDERING,AGE 21+,751,,4542,,207,,269,,749,,3412,,0,,0,
1902147192,VAHEDI JASMIN,2018,FFS,RENDERING,AGE 0-20,47,,150,,26,,26,,20,,33,,34,,34,
1902147192,VAHEDI JASMIN,2018,FFS,RENDERING,AGE 21+,97,,298,,18,,18,,41,,100,,69,,69,
1902173362,CHEN BETTY,2018,FFS,RENDERING,AGE 0-20,191,,405,,,1,0,,89,,237,,0,,0,
1902188436,SANGLIMSUWAN ANNE,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1902188436,SANGLIMSUWAN ANNE,2018,PHP,RENDERING,AGE 0-20,101,,924,,100,,476,,39,,126,,90,,112,
1902188436,SANGLIMSUWAN ANNE,2018,PHP,RENDERING,AGE 21+,72,,761,,70,,309,,56,,258,,53,,57,
1902193774,GHANOUNI SEPAND,2018,FFS,RENDERING,AGE 0-20,634,,1444,,,1,0,,379,,926,,0,,0,
1902193774,GHANOUNI SEPAND,2018,FFS,RENDERING,AGE 21+,11,,13,,,1,0,,,1,,1,0,,0,
1902200231,MOHAMMADIAN FARID,2018,FFS,RENDERING,AGE 0-20,188,,722,,116,,249,,26,,46,,143,,145,
1902200231,MOHAMMADIAN FARID,2018,FFS,RENDERING,AGE 21+,314,,761,,60,,112,,80,,133,,192,,192,
1902203128,KAHLON DAMANDEEP,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1902208796,SINGH ARUNA,2018,FFS,RENDERING,AGE 0-20,101,,758,,71,,199,,38,,76,,72,,72,
1902208796,SINGH ARUNA,2018,FFS,RENDERING,AGE 21+,30,,118,,,1,,1,15,,33,,,1,,1
1902212053,ROBOUBI MOJDEH,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,0,,0,,,1,,1
1902231269,MOK DEREK,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1902231269,MOK DEREK,2018,GMC,RENDERING,AGE 0-20,29,,92,,,1,,2,20,,27,,,1,,2
1902231269,MOK DEREK,2018,GMC,RENDERING,AGE 21+,290,,734,,13,,22,,270,,497,,22,,22,
1902239957,BAJWA JASHANJOT S,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1902239957,BAJWA JASHANJOT S,2018,GMC,RENDERING,AGE 0-20,549,,2878,,351,,1423,,142,,203,,230,,234,
1902239957,BAJWA JASHANJOT S,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1902244668,MATTAR DINA,2018,FFS,RENDERING,AGE 0-20,68,,464,,57,,172,,30,,123,,55,,62,
1902244668,MATTAR DINA,2018,FFS,RENDERING,AGE 21+,111,,485,,27,,33,,62,,246,,89,,89,
1902248966,HSIEH JASON C,2018,FFS,RENDERING,AGE 0-20,799,,1273,,,1,0,,331,,600,,0,,0,
1902248966,HSIEH JASON C,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1902252752,DRINKWATER CONRAD,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1902252752,DRINKWATER CONRAD,2018,FFS,RENDERING,AGE 21+,15,,35,,,1,,1,,1,,1,,1,,1
1902261746,KO YI J,2018,FFS,RENDERING,AGE 0-20,161,,789,,127,,274,,29,,111,,100,,102,
1902267479,ALTAMED HEALTH SERVICES,2018,PHP,RENDERING,AGE 0-20,150,,1910,,136,,774,,66,,254,,108,,252,
1902267479,ALTAMED HEALTH SERVICES,2018,PHP,RENDERING,AGE 21+,88,,1230,,53,,302,,69,,538,,41,,92,
1902267479,ALTAMED HEALTH SERVICES CORP,2018,PHP,RENDERING,AGE 0-20,150,,955,,136,,387,,66,,127,,108,,126,
1902267479,ALTAMED HEALTH SERVICES CORP,2018,PHP,RENDERING,AGE 21+,88,,615,,53,,151,,69,,269,,41,,46,
1902268600,HWANG EUNICE Y,2018,FFS,RENDERING,AGE 0-20,541,,4233,,470,,1360,,176,,812,,449,,553,
1902270507,DAWOUD SOLIMAN HANY M,2018,FFS,RENDERING,AGE 0-20,1777,,9989,,1363,,3707,,294,,691,,1607,,1833,
1902270507,DAWOUD SOLIMAN HANY M,2018,FFS,RENDERING,AGE 21+,1660,,5595,,420,,640,,541,,1383,,1187,,1187,
1902270507,DAWOUD SOLIMAN HANY M,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1902286552,NASIRI AVISHAN K,2018,FFS,RENDERING,AGE 0-20,27,,304,,24,,78,,20,,107,,24,,31,
1902286552,NASIRI AVISHAN K,2018,FFS,RENDERING,AGE 21+,25,,167,,11,,18,,20,,64,,19,,19,
1902288285,CHU HOWARD,2018,FFS,RENDERING,AGE 0-20,108,,212,,,1,0,,30,,96,,0,,0,
1902288285,CHU HOWARD,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1902295900,SALIMI SIMA,2018,FFS,RENDERING,AGE 0-20,411,,2047,,261,,772,,142,,379,,277,,277,
1902295900,SALIMI SIMA,2018,FFS,RENDERING,AGE 21+,356,,1240,,100,,146,,191,,603,,172,,172,
1902295900,SALIMI SIMA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1902296395,MIRMARASHI & MAKHMALBAF,2018,PHP,RENDERING,AGE 0-20,30,,205,,25,,89,,,1,,2,27,,40,
1902296395,MIRMARASHI & MAKHMALBAF,2018,PHP,RENDERING,AGE 21+,25,,112,,,1,,1,,1,,2,20,,22,
1902319197,BLAS BLANCA,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,0,,0,
1902319676,LEE-KANG JANICE S,2018,FFS,RENDERING,AGE 0-20,109,,854,,82,,192,,54,,151,,79,,79,
1902319676,LEE-KANG JANICE S,2018,FFS,RENDERING,AGE 21+,40,,198,,,1,,2,25,,67,,21,,21,
1902329402,CHAK ELIZABETH T,2018,FFS,RENDERING,AGE 0-20,145,,1429,,120,,314,,77,,218,,118,,118,
1902329402,CHAK ELIZABETH T,2018,FFS,RENDERING,AGE 21+,825,,2955,,53,,105,,810,,2075,,354,,354,
1902350523,HARKAVY SHULAMIT,2018,FFS,RENDERING,AGE 0-20,195,,1185,,105,,212,,96,,166,,133,,138,
1902350523,HARKAVY SHULAMIT,2018,FFS,RENDERING,AGE 21+,154,,659,,23,,23,,104,,218,,77,,77,
1902350523,HARKAVY SHULAMIT,2018,PHP,RENDERING,AGE 0-20,16,,86,,,1,,2,11,,38,,,1,,1
1902350523,HARKAVY SHULAMIT,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1902816804,"ANGIN, LINDA L",2018,FFS,RENDERING,AGE 21+,18,,46,,15,,15,,,1,,2,0,,0,
1902824279,PETERS SCOTT S,2018,FFS,RENDERING,AGE 0-20,89,,535,,68,,181,,34,,85,,57,,60,
1902824279,PETERS SCOTT S,2018,FFS,RENDERING,AGE 21+,554,,3386,,215,,415,,384,,1501,,352,,352,
1902825631,"PATEL, SURESH, DDS",2018,FFS,RENDERING,AGE 0-20,14,,108,,12,,12,,,1,,2,12,,12,
1902825631,"PATEL, SURESH, DDS",2018,FFS,RENDERING,AGE 21+,104,,1054,,73,,73,,94,,563,,78,,78,
1902825631,"PATEL, SURESH, DDS",2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1902825631,"PATEL, SURESH, DDS",2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1902834302,LEE DANIEL H,2018,FFS,RENDERING,AGE 0-20,184,,1770,,148,,412,,34,,95,,142,,142,
1902868862,CATALAN BEAVERLY G,2018,FFS,RENDERING,AGE 0-20,91,,807,,89,,334,,29,,96,,91,,115,
1902868862,CATALAN BEAVERLY G,2018,FFS,RENDERING,AGE 21+,175,,1240,,87,,164,,119,,553,,153,,153,
1902884125,STUCKEN CHARLES R,2018,FFS,RENDERING,AGE 0-20,77,,1109,,74,,264,,38,,143,,75,,110,
1902884125,STUCKEN CHARLES R,2018,FFS,RENDERING,AGE 21+,49,,286,,31,,58,,15,,41,,29,,29,
1902884729,"AMMAR, AWNIE DDS",2018,FFS,RENDERING,AGE 0-20,894,,7447,,855,,3810,,247,,609,,866,,1244,
1902884729,"AMMAR, AWNIE DDS",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1902903909,MOVASSAGHI ALIREZA,2018,FFS,RENDERING,AGE 0-20,3510,,41725,,2881,,10026,,585,,966,,2951,,3854,
1902903909,MOVASSAGHI ALIREZA,2018,FFS,RENDERING,AGE 21+,1756,,8277,,372,,380,,642,,1144,,838,,838,
1902903909,MOVASSAGHI ALIREZA,2018,PHP,RENDERING,AGE 0-20,52,,724,,40,,135,,16,,54,,47,,72,
1902903909,MOVASSAGHI ALIREZA,2018,PHP,RENDERING,AGE 21+,42,,242,,,1,,1,21,,56,,31,,33,
1902903909,UNKNOWN,2018,FFS,RENDERING,AGE 0-20,3510,,41725,,2881,,10026,,585,,966,,2951,,3854,
1902903909,UNKNOWN,2018,FFS,RENDERING,AGE 21+,1756,,8277,,372,,380,,642,,1144,,838,,838,
1902903909,UNKNOWN,2018,PHP,RENDERING,AGE 0-20,52,,724,,40,,135,,16,,54,,47,,72,
1902903909,UNKNOWN,2018,PHP,RENDERING,AGE 21+,42,,242,,,1,,1,21,,56,,31,,33,
1902905532,EDWARDS LYNN M,2018,FFS,RENDERING,AGE 0-20,110,,424,,55,,100,,77,,180,,55,,56,
1902905532,EDWARDS LYNN M,2018,FFS,RENDERING,AGE 21+,659,,2600,,114,,116,,529,,1419,,235,,235,
1902907132,"CHOHAN, SUREKHA DDS",2018,FFS,RENDERING,AGE 0-20,31,,225,,27,,69,,17,,103,,26,,27,
1902907132,"CHOHAN, SUREKHA DDS",2018,FFS,RENDERING,AGE 21+,73,,347,,50,,97,,40,,106,,56,,57,
1902919244,WEALLEANS JAMES ANDREW,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1902919681,"HUYNH, NATALIE P, DDS",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,0,,0,
1902919681,"HUYNH, NATALIE P, DDS",2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1902928740,SAHAKIAN AIDA,2018,FFS,RENDERING,AGE 0-20,254,,1620,,234,,687,,80,,212,,242,,266,
1902928740,SAHAKIAN AIDA,2018,FFS,RENDERING,AGE 21+,645,,4643,,375,,375,,458,,2883,,528,,529,
1902930936,JARA JAVIER E,2018,FFS,RENDERING,AGE 0-20,708,,9292,,650,,2310,,273,,889,,641,,833,
1902930936,JARA JAVIER E,2018,FFS,RENDERING,AGE 21+,272,,2140,,169,,326,,139,,420,,200,,200,
1902932338,LEE RICHARD S,2018,FFS,RENDERING,AGE 0-20,377,,2875,,117,,209,,167,,1784,,284,,285,
1902933831,KANDKHOROV EMMANUEL B,2018,FFS,RENDERING,AGE 0-20,20,,221,,19,,63,,12,,74,,20,,20,
1902933831,KANDKHOROV EMMANUEL B,2018,FFS,RENDERING,AGE 21+,59,,330,,36,,72,,30,,124,,55,,55,
1902935331,"BARAKAT, NAJWA A DDS",2018,FFS,RENDERING,AGE 0-20,84,,661,,80,,237,,38,,98,,70,,85,
1902935331,"BARAKAT, NAJWA A DDS",2018,FFS,RENDERING,AGE 21+,208,,1321,,149,,149,,123,,424,,155,,155,
1902936602,AHN SUK YOUNG,2018,FFS,RENDERING,AGE 0-20,260,,2270,,199,,445,,150,,965,,188,,194,
1902936602,AHN SUK YOUNG,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1902939143,ADAMES RENATA B,2018,FFS,RENDERING,AGE 0-20,66,,477,,44,,104,,29,,49,,23,,23,
1902939143,ADAMES RENATA B,2018,FFS,RENDERING,AGE 21+,14,,54,,,1,,1,11,,19,,,1,,1
1902941669,ONGKORAHARDJO ANDRIANI,2018,FFS,RENDERING,AGE 0-20,652,,5366,,617,,2114,,245,,932,,550,,765,
1902941669,ONGKORAHARDJO ANDRIANI,2018,FFS,RENDERING,AGE 21+,20,,96,,14,,26,,,1,,2,14,,14,
1902943509,ALANO MICHAEL E,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,0,,0,
1902947419,NOURIAN SHAHRAM R,2018,FFS,RENDERING,AGE 0-20,106,,678,,88,,235,,38,,122,,65,,68,
1902947419,NOURIAN SHAHRAM R,2018,FFS,RENDERING,AGE 21+,60,,280,,24,,25,,28,,117,,44,,44,
1902947419,NOURIAN SHAHRAM R,2018,PHP,RENDERING,AGE 0-20,131,,713,,111,,247,,26,,53,,121,,144,
1902947419,NOURIAN SHAHRAM R,2018,PHP,RENDERING,AGE 21+,116,,401,,27,,38,,38,,80,,91,,106,
1902951056,"DAVIS, ALLEN G, DDS",2018,FFS,RENDERING,AGE 0-20,285,,670,,,1,0,,124,,402,,0,,0,
1902951064,AHMAD DEAN NADEEM,2018,GMC,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1902951577,"NGUYEN, WILLIAM, DDS MSD",2018,FFS,RENDERING,AGE 0-20,34,,35,,,1,0,,,1,,1,0,,0,
1902952070,MANUEL RENALIE R,2018,GMC,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1902954506,"RAHIMI, ALEX",2018,FFS,RENDERING,AGE 0-20,635,,5212,,456,,994,,290,,764,,450,,461,
1902954506,"RAHIMI, ALEX",2018,FFS,RENDERING,AGE 21+,367,,2070,,124,,165,,216,,467,,136,,136,
1902957145,DABIR PRIYADARSHAN A,2018,FFS,RENDERING,AGE 0-20,580,,4607,,433,,981,,247,,1627,,373,,423,
1902957608,"LABIB, FARSHAD, DDS",2018,FFS,RENDERING,AGE 0-20,46,,237,,29,,36,,20,,81,,37,,41,
1902957608,"LABIB, FARSHAD, DDS",2018,FFS,RENDERING,AGE 21+,397,,1761,,157,,157,,257,,941,,283,,284,
1902959083,PYLEN EUGENE,2018,FFS,RENDERING,AGE 0-20,1634,,16877,,1335,,4595,,569,,1914,,1445,,1738,
1902959083,PYLEN EUGENE,2018,FFS,RENDERING,AGE 21+,976,,4978,,246,,288,,699,,2156,,576,,576,
1902959083,PYLEN EUGENE,2018,GMC,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1902959083,PYLEN EUGENE,2018,PHP,RENDERING,AGE 0-20,401,,2874,,383,,1487,,154,,399,,397,,495,
1902959083,PYLEN EUGENE,2018,PHP,RENDERING,AGE 21+,119,,603,,58,,62,,70,,183,,111,,134,
1902959091,VO SANDRA H,2018,FFS,RENDERING,AGE 0-20,600,,8476,,580,,2745,,278,,722,,585,,905,
1902959091,VO SANDRA H,2018,FFS,RENDERING,AGE 21+,594,,5026,,489,,975,,386,,1565,,152,,152,
1902959513,HUTCHINS ELWIN R,2018,FFS,RENDERING,AGE 0-20,77,,524,,68,,226,,36,,75,,50,,52,
1902959513,HUTCHINS ELWIN R,2018,FFS,RENDERING,AGE 21+,94,,488,,35,,66,,63,,180,,48,,48,
1902959901,"MONTIEL, ALAIN ANDREA, DDS",2018,FFS,RENDERING,AGE 21+,2076,,15413,,,1,0,,2075,,8378,,1079,,1079,
1902963051,KOHLI GAGANDEEP S,2018,FFS,RENDERING,AGE 0-20,117,,590,,54,,140,,18,,39,,53,,54,
